image_path,label,split
data/dataset/spectrograms/test/American_dataset___augmented_2_common_voice_en_41175_noise_speed.png,american,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_499994_speed.png,scottish,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_663212_noise.png,irish,train
data/dataset/spectrograms/test/Filipino_dataset_common_voice_en_18310255.png,filipino,test
data/dataset/spectrograms/train/Irish_dataset_common_voice_en_19046551.png,irish,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_478552_speed_noise.png,american,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_68726_speed.png,australian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_18388941_noise_noise.png,canadian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_36305358_noise_noise.png,canadian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_10324151_speed_speed.png,scottish,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_36864850_speed.png,american,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_38160769_pitch.png,american,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_697804_noise_speed.png,australian,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_22088825_speed_speed.png,american,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_19083871_noise_noise.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_17571168_speed_speed.png,australian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_37007728_noise_noise_speed.png,slavic,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_17259949_noise_speed.png,irish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_19739321_pitch_noise.png,filipino,train
data/dataset/spectrograms/test/Irish_dataset___augmented_2_common_voice_en_26959435_noise_speed.png,irish,test
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_34054470_noise_pitch.png,american,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_82338.png,india,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_30750963.png,england,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_40271746_speed.png,american,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_15734166_speed.png,irish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_33565535_speed_noise.png,canadian,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_2_common_voice_en_19634085_pitch_noise.png,scottish,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_56062_noise_speed.png,canadian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_18167735_noise.png,irish,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_32939053_speed_speed.png,england,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_1_common_voice_en_41030883_speed.png,slavic,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_18310255_speed_speed.png,filipino,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_32960341_speed_pitch.png,slavic,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_37073528_speed_noise.png,england,train
data/dataset/spectrograms/test/India_dataset___augmented_1_common_voice_en_32638968_speed.png,india,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_39800238_noise.png,scottish,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_128001_pitch_pitch.png,india,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_38820849_pitch_speed.png,slavic,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_17343577_speed_noise.png,filipino,test
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_41047776_noise_pitch.png,american,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_40381845_speed_pitch.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_129931_speed_noise.png,american,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_38145547_noise_speed.png,irish,train
data/dataset/spectrograms/train/Irish_dataset_common_voice_en_22315871.png,irish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_539051_noise_speed.png,canadian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_39746109_speed_noise.png,irish,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_36470087_speed_pitch_noise.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_32755802_pitch_noise_noise.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_1_common_voice_en_37793837_speed.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_41079163_pitch_noise_pitch.png,slavic,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_110182_noise_noise.png,canadian,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_22022066_noise.png,american,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_32762812_noise_pitch.png,canadian,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_1_common_voice_en_20179571_noise.png,scottish,test
data/dataset/spectrograms/test/Australian_dataset___augmented_2_common_voice_en_19736231_speed_noise.png,australian,test
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_18385361_pitch_pitch.png,australian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_17653831_pitch_noise.png,canadian,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_21981591_noise.png,american,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_123957_noise.png,filipino,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_31622214_speed.png,india,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_3_common_voice_en_39569507_noise_pitch_noise.png,filipino,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_23627288_speed_pitch.png,scottish,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_2_common_voice_en_600882_pitch_speed.png,canadian,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_221970_speed_pitch.png,scottish,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_513745_speed_pitch.png,irish,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_30570602_speed_noise.png,india,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_177008_speed.png,australian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_23954316_noise_pitch_speed.png,filipino,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_32696042_noise_noise.png,irish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_18335800_noise.png,filipino,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_20555153_pitch_speed.png,filipino,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_22022066_pitch_pitch.png,american,train
data/dataset/spectrograms/train/Canadian_dataset_common_voice_en_17297568.png,canadian,train
data/dataset/spectrograms/test/American_dataset_common_voice_en_56982.png,american,test
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_38251706_pitch.png,australian,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_551818.png,england,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_40901823_pitch_pitch.png,slavic,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_184841.png,india,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_2_common_voice_en_35833978_speed_pitch.png,canadian,test
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_138987_speed_speed.png,american,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_37527521_pitch_speed.png,american,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_653932_noise_pitch.png,australian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_38400241_speed_speed.png,slavic,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_32999595_speed_pitch.png,england,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_31705666_noise_pitch.png,india,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_39896604_speed_pitch.png,scottish,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_17534411_noise_speed.png,england,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_17990267_speed_speed.png,canadian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_35782_pitch.png,scottish,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_38090461_pitch_pitch.png,slavic,test
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_220403_speed.png,american,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_32762937_pitch.png,american,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_554378_speed_noise.png,american,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_75699_pitch.png,american,train
data/dataset/spectrograms/train/Scottish_dataset_common_voice_en_39582484.png,scottish,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_39702948_noise_speed.png,american,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_218453_noise_noise.png,canadian,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_127785_noise_speed.png,american,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_30410940_noise_noise.png,india,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_39584983_speed_pitch.png,australian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_22095489_noise_speed.png,australian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_36811619_noise_noise.png,scottish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_18358881_speed_speed.png,canadian,train
data/dataset/spectrograms/test/England_dataset___augmented_1_common_voice_en_33483253_noise.png,england,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_39359907_speed_speed_speed.png,slavic,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_18942529_pitch_noise.png,scottish,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_36990355_noise_pitch.png,american,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_32679989_pitch_speed.png,england,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_19769267_noise_pitch.png,irish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_17779714_noise.png,canadian,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_35195306_speed_pitch.png,india,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_17927449_pitch.png,filipino,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_41731588_speed_noise_noise.png,slavic,train
data/dataset/spectrograms/train/Australian_dataset_common_voice_en_17273467.png,australian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_36728935_pitch_pitch.png,canadian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_18422047_pitch_pitch.png,scottish,train
data/dataset/spectrograms/train/Canadian_dataset_common_voice_en_39894.png,canadian,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_3_common_voice_en_39577757_pitch_speed_pitch.png,slavic,test
data/dataset/spectrograms/test/Irish_dataset___augmented_2_common_voice_en_138638_pitch_pitch.png,irish,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_39585233_speed_pitch_speed.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_41759689_noise_noise_speed.png,slavic,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_39800238_speed_speed.png,scottish,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_19966706_noise_noise.png,filipino,test
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_23178382_pitch.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_220403_noise.png,american,train
data/dataset/spectrograms/train/Scottish_dataset_common_voice_en_23627288.png,scottish,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_678043_noise_noise.png,england,train
data/dataset/spectrograms/test/Irish_dataset___augmented_1_common_voice_en_17801959_noise.png,irish,test
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_19075004_noise_noise.png,irish,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_678043_speed.png,england,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_19684144_noise_noise.png,filipino,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_28363036_pitch.png,scottish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_37556148_noise_noise.png,filipino,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_2_common_voice_en_24787869_speed_speed.png,scottish,test
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_32642505_speed.png,american,train
data/dataset/spectrograms/test/American_dataset___augmented_1_common_voice_en_32778_pitch.png,american,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_26973493_noise.png,scottish,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_19633214_noise_noise.png,scottish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_179692_speed.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_49225_speed.png,australian,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_53484_noise.png,england,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_31189001_noise.png,canadian,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_31011092_pitch_pitch.png,india,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_20875217_pitch.png,irish,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_21857933_noise.png,scottish,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_25650380_pitch_noise.png,irish,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_27574929_pitch_noise.png,filipino,test
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_19646630_noise_pitch.png,irish,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_2_common_voice_en_28132131_pitch_noise.png,canadian,test
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_665024_pitch.png,irish,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_667595_speed_speed.png,irish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_16707_pitch_noise.png,australian,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_25260_speed_pitch.png,india,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_38069663_pitch.png,england,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_32754849_speed.png,canadian,train
data/dataset/spectrograms/train/American_dataset_common_voice_en_10090.png,american,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_532905_noise.png,scottish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_35193131_speed.png,canadian,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_39702948_pitch.png,american,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_22292684_noise.png,scottish,train
data/dataset/spectrograms/test/England_dataset___augmented_1_common_voice_en_35126462_pitch.png,england,test
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_39607890_speed_speed.png,australian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_511796_noise_pitch.png,australian,train
data/dataset/spectrograms/test/England_dataset___augmented_1_common_voice_en_16212_speed.png,england,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_41942247_noise_speed_noise.png,slavic,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_18422047_speed_speed.png,scottish,train
data/dataset/spectrograms/train/American_dataset_common_voice_en_38351365.png,american,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_26940781_pitch_pitch.png,irish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_32642813_speed_pitch.png,australian,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_10056_noise_pitch.png,american,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_131644_pitch_noise.png,filipino,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_3397_noise.png,england,train
data/dataset/spectrograms/train/Irish_dataset_common_voice_en_27421893.png,irish,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_27681755_pitch.png,irish,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_35085265_noise_pitch.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_40256891_noise.png,american,train
data/dataset/spectrograms/test/Irish_dataset___augmented_2_common_voice_en_18330083_speed_speed.png,irish,test
data/dataset/spectrograms/test/Australian_dataset___augmented_2_common_voice_en_36692_pitch_speed.png,australian,test
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_32642988_speed.png,american,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_15638_noise_pitch_speed.png,filipino,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_19727633_speed_pitch.png,filipino,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_40943937_noise_speed_noise.png,slavic,train
data/dataset/spectrograms/train/American_dataset_common_voice_en_40329502.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_32755802_speed_noise.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_36925030_noise_noise.png,slavic,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_67938_speed.png,canadian,train
data/dataset/spectrograms/train/American_dataset_common_voice_en_32153352.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_40114352_speed_speed_noise.png,slavic,train
data/dataset/spectrograms/test/Irish_dataset___augmented_2_common_voice_en_22232694_pitch_pitch.png,irish,test
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_9516_pitch.png,australian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_18829179_speed_noise.png,filipino,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_2_common_voice_en_95042_noise_pitch.png,scottish,test
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_658584_speed.png,irish,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_18387223_noise_noise.png,scottish,train
data/dataset/spectrograms/train/Australian_dataset_common_voice_en_39591543.png,australian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_20875217_pitch_speed.png,irish,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_2_common_voice_en_200063_speed_noise.png,canadian,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_89985_pitch.png,scottish,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_27775208_pitch_noise.png,scottish,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_44716_speed_pitch.png,filipino,test
data/dataset/spectrograms/train/Canadian_dataset_common_voice_en_18822.png,canadian,train
data/dataset/spectrograms/test/England_dataset___augmented_2_common_voice_en_25911308_speed_speed.png,england,test
data/dataset/spectrograms/test/American_dataset___augmented_2_common_voice_en_39344542_speed_speed.png,american,test
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_27775327_speed.png,irish,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_20900_speed.png,american,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_663212_pitch_noise.png,irish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_37171745_speed_speed.png,canadian,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_2_common_voice_en_153887_pitch_pitch.png,scottish,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_20800498_noise.png,canadian,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_540956_speed.png,england,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_19769267_noise_noise.png,irish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_19456200_pitch.png,canadian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_36925030_speed_speed.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_41850053_speed_noise_speed.png,slavic,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_22016484_noise_noise.png,india,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_14625_speed_speed.png,australian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_20039913_pitch_noise_pitch.png,filipino,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_31038171_speed.png,australian,train
data/dataset/spectrograms/test/Australian_dataset___augmented_2_common_voice_en_216392_noise_speed.png,australian,test
data/dataset/spectrograms/train/Scottish_dataset_common_voice_en_19598456.png,scottish,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_33314081_pitch.png,england,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_19703726_pitch_noise.png,england,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_38279879_noise_noise.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_39718813_noise_speed.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_30614960_speed_pitch.png,slavic,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_18233924.png,england,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_159493_pitch.png,australian,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_37708079_noise.png,american,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_41872164.png,india,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_37232168_speed_speed_pitch.png,slavic,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_56062_speed_speed.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_39590034_speed_pitch.png,australian,train
data/dataset/spectrograms/test/India_dataset___augmented_2_common_voice_en_31718173_pitch_noise.png,india,test
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_30625373_pitch.png,india,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_19650225_pitch_speed.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_563994_pitch.png,american,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_39600219_pitch.png,irish,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_39122569_noise_speed.png,irish,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_1721_noise_pitch.png,england,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_574618_noise_speed.png,canadian,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_32809271_pitch.png,england,train
data/dataset/spectrograms/train/Filipino_dataset_common_voice_en_23657480.png,filipino,train
data/dataset/spectrograms/train/Scottish_dataset_common_voice_en_19633214.png,scottish,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_21638492_speed_pitch.png,irish,train
data/dataset/spectrograms/test/India_dataset___augmented_2_common_voice_en_32669700_pitch_pitch.png,india,test
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_17444771_pitch_pitch.png,irish,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_650491_pitch_pitch.png,irish,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_1_common_voice_en_22223607_pitch.png,filipino,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_26701091_noise.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset_common_voice_en_37976442.png,australian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_19055544_pitch_speed_pitch.png,filipino,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_119868_speed_noise.png,india,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_112469_speed_speed.png,england,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_17282064_speed.png,scottish,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_26981889_noise.png,scottish,train
data/dataset/spectrograms/train/Australian_dataset_common_voice_en_33001317.png,australian,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_17343577_pitch_noise.png,filipino,test
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_68726_noise_pitch.png,australian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_39601497_speed_pitch.png,scottish,train
data/dataset/spectrograms/test/Irish_dataset___augmented_2_common_voice_en_17782044_pitch_noise.png,irish,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_543371_speed.png,scottish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_17280974_speed_pitch.png,filipino,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_35217568_pitch.png,american,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_19646630_pitch_speed.png,irish,train
data/dataset/spectrograms/test/Irish_dataset___augmented_1_common_voice_en_18974248_speed.png,irish,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_521859_noise.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_36935082_speed.png,australian,train
data/dataset/spectrograms/train/Filipino_dataset_common_voice_en_90205.png,filipino,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_579815_pitch_speed_noise.png,filipino,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_557633_noise_pitch.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_593387_noise_pitch.png,australian,train
data/dataset/spectrograms/test/Irish_dataset___augmented_1_common_voice_en_154673_noise.png,irish,test
data/dataset/spectrograms/test/American_dataset_common_voice_en_30696149.png,american,test
data/dataset/spectrograms/test/Irish_dataset___augmented_1_common_voice_en_21060787_noise.png,irish,test
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_100552_pitch_pitch.png,england,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_3596.png,england,train
data/dataset/spectrograms/test/India_dataset___augmented_2_common_voice_en_36852111_pitch_noise.png,india,test
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_9516_noise_pitch.png,australian,train
data/dataset/spectrograms/test/England_dataset___augmented_1_common_voice_en_31909776_speed.png,england,test
